customer_id,age,gender,region,segment,acquisition_channel,join_year,loyalty_points,email_opt_in
C03801,34,Female,South,New,Display Ad,2023,80,True
C03802,19,Male,West,Regular,Direct,2023,113,True
C03803,35,Female,Midwest,New,Direct,2022,107,True
C03804,48,Female,Midwest,Champion,Display Ad,2022,313,True
C03805,45,Male,West,Loyal,Display Ad,2024,57,True
C03806,18,Female,Northeast,Occasional,Display Ad,2022,15,True
C03807,37,Female,Southwest,Regular,Organic Search,2022,47,False
C03808,37,Female,Midwest,Regular,Paid Search,2023,53,True
C03809,50,Female,South,Champion,Referral,2023,475,True
C03810,29,Female,West,New,Social Media,2022,37,True
C03811,30,Female,West,Loyal,Display Ad,2022,939,False
C03812,28,Male,South,Occasional,Display Ad,2024,238,True
C03813,40,Female,Southwest,New,Organic Search,2024,34,False
C03814,37,Male,South,Loyal,Social Media,2021,489,True
C03815,21,Female,Northeast,New,Paid Search,2021,30,True
C03816,34,Male,Southwest,New,Paid Search,2024,67,True
C03817,18,Female,West,New,Referral,2021,24,False
C03818,57,Female,Northeast,Loyal,Display Ad,2022,321,True
C03819,58,Male,South,Champion,Display Ad,2024,374,True
C03820,34,Female,Midwest,Occasional,Display Ad,2022,49,False
C03821,43,Male,Midwest,Loyal,Social Media,2022,771,True
C03822,48,Female,West,Regular,Email,2022,129,True
C03823,22,Female,Northeast,Occasional,Social Media,2021,11,True
C03824,31,Female,Southwest,New,Organic Search,2023,80,True
C03825,27,Female,Southwest,Occasional,Display Ad,2021,98,True
C03826,46,Male,Northeast,Loyal,Social Media,2022,173,True
C03827,27,Female,Midwest,New,Organic Search,2024,43,True
C03828,26,Male,Northeast,Occasional,Organic Search,2023,435,False
C03829,38,Male,West,Regular,Organic Search,2023,3,True
C03830,39,Female,Midwest,Occasional,Direct,2023,99,True
C03831,24,Female,Northeast,New,Referral,2023,139,False
C03832,28,Male,Northeast,Occasional,Organic Search,2023,14,True
C03833,31,Female,West,Occasional,Social Media,2021,100,True
C03834,41,Male,Midwest,Regular,Organic Search,2024,1,True
C03835,22,Female,South,New,Email,2023,0,True
C03836,35,Male,West,New,Social Media,2023,83,True
C03837,33,Male,Southwest,New,Organic Search,2021,35,True
C03838,31,Female,Northeast,Regular,Display Ad,2021,390,True
C03839,33,Male,Midwest,Regular,Referral,2023,24,True
C03840,31,Female,Northeast,Occasional,Social Media,2022,171,True
C03841,48,Female,Southwest,Champion,Display Ad,2023,354,True
C03842,35,Non-binary/Other,South,Regular,Email,2021,36,True
C03843,35,Male,South,Regular,Social Media,2023,26,True
C03844,40,Male,Southwest,Occasional,Email,2022,107,True
C03845,40,Female,Northeast,Loyal,Paid Search,2023,347,True
C03846,22,Male,South,New,Referral,2023,58,False
C03847,19,Male,Southwest,Occasional,Social Media,2022,60,True
C03848,18,Female,South,New,Direct,2023,39,True
C03849,20,Female,Southwest,New,Email,2024,0,False
C03850,34,Female,Northeast,Occasional,Display Ad,2023,99,True
C03851,26,Female,Southwest,Regular,Direct,2022,42,True
C03852,38,Non-binary/Other,Southwest,New,Email,2023,60,True
C03853,27,Male,West,New,Paid Search,2022,24,True
C03854,37,Male,Southwest,Loyal,Direct,2023,1192,True
C03855,40,Male,Northeast,Occasional,Paid Search,2021,1,True
C03856,41,Female,South,Champion,Display Ad,2022,1338,True
C03857,18,Male,Midwest,New,Direct,2022,31,False
C03858,47,Male,Midwest,Champion,Display Ad,2021,446,True
C03859,35,Female,South,New,Paid Search,2022,36,True
C03860,41,Male,Midwest,New,Organic Search,2023,33,True
C03861,27,Female,Southwest,Regular,Social Media,2021,33,True
C03862,41,Female,Midwest,Loyal,Display Ad,2024,120,True
C03863,38,Male,Southwest,Regular,Direct,2023,69,True
C03864,30,Male,South,New,Paid Search,2022,104,False
C03865,29,Male,South,Occasional,Email,2022,9,True
C03866,42,Female,South,New,Email,2022,156,True
C03867,27,Female,Southwest,New,Display Ad,2023,12,False
C03868,33,Female,Southwest,New,Social Media,2022,170,True
C03869,25,Male,Midwest,Regular,Referral,2023,273,True
C03870,37,Female,South,Loyal,Direct,2023,266,False
C03871,24,Female,South,Occasional,Social Media,2022,136,True
C03872,24,Non-binary/Other,South,Regular,Direct,2021,11,True
C03873,19,Male,South,New,Display Ad,2023,57,True
C03874,19,Male,South,New,Paid Search,2023,58,False
C03875,24,Non-binary/Other,South,Occasional,Direct,2022,9,False
C03876,21,Female,Northeast,Occasional,Organic Search,2023,7,False
C03877,25,Female,West,Occasional,Paid Search,2021,27,False
C03878,32,Female,South,Regular,Direct,2023,152,True
C03879,56,Male,South,Champion,Paid Search,2023,193,True
C03880,53,Male,Southwest,Regular,Display Ad,2022,204,True
C03881,36,Male,Southwest,Loyal,Organic Search,2023,741,True
C03882,37,Male,Midwest,Occasional,Social Media,2024,76,True
C03883,46,Male,Southwest,Loyal,Direct,2022,2896,False
C03884,29,Male,Northeast,Occasional,Referral,2023,183,True
C03885,41,Male,Midwest,Loyal,Organic Search,2023,424,True
C03886,23,Female,Northeast,New,Display Ad,2023,203,True
C03887,31,Female,West,Loyal,Organic Search,2022,375,True
C03888,18,Female,Midwest,New,Referral,2023,133,True
C03889,42,Male,West,Regular,Display Ad,2023,15,True
C03890,23,Male,Midwest,Occasional,Paid Search,2023,8,True
C03891,34,Male,West,Occasional,Referral,2023,25,True
C03892,37,Female,West,Loyal,Direct,2023,538,False
C03893,24,Female,Midwest,New,Direct,2024,1,True
C03894,29,Female,Midwest,Loyal,Display Ad,2022,466,True
C03895,51,Female,Northeast,Regular,Email,2023,87,True
C03896,27,Female,South,Regular,Paid Search,2024,153,False
C03897,35,Female,South,Occasional,Email,2022,203,True
C03898,34,Non-binary/Other,Southwest,Loyal,Direct,2022,831,False
C03899,32,Male,Northeast,New,Display Ad,2022,16,True
C03900,28,Female,Northeast,New,Direct,2022,69,True
C03901,51,Male,Southwest,Regular,Paid Search,2023,3,False
C03902,26,Male,West,Occasional,Email,2021,28,False
C03903,32,Male,West,Occasional,Organic Search,2024,148,False
C03904,32,Female,South,Occasional,Social Media,2023,147,True
C03905,38,Female,Midwest,Champion,Social Media,2022,139,False
C03906,22,Female,West,Occasional,Paid Search,2022,26,True
C03907,34,Female,Southwest,Occasional,Direct,2024,30,False
C03908,22,Male,South,New,Display Ad,2022,19,True
C03909,43,Female,Northeast,Loyal,Organic Search,2023,38,True
C03910,40,Male,Northeast,Occasional,Direct,2021,36,True
C03911,22,Male,West,New,Paid Search,2021,47,True
C03912,25,Male,Southwest,Occasional,Referral,2022,32,False
C03913,34,Male,Southwest,New,Social Media,2022,64,False
C03914,45,Male,Northeast,Loyal,Display Ad,2023,662,False
C03915,25,Female,Southwest,Occasional,Organic Search,2023,36,True
C03916,30,Female,West,Regular,Referral,2023,185,True
C03917,29,Male,South,Regular,Referral,2024,34,True
C03918,34,Male,Northeast,New,Organic Search,2022,69,True
C03919,28,Male,South,Occasional,Referral,2023,125,False
C03920,37,Male,West,Regular,Display Ad,2022,226,True
C03921,42,Male,Southwest,Champion,Email,2021,17,False
C03922,39,Female,West,Regular,Email,2022,15,True
C03923,34,Male,South,Occasional,Social Media,2023,132,False
C03924,36,Female,South,Regular,Direct,2021,79,True
C03925,28,Male,Southwest,New,Organic Search,2023,271,False
C03926,30,Male,West,Occasional,Direct,2023,98,True
C03927,47,Female,West,Champion,Social Media,2023,866,True
C03928,28,Non-binary/Other,Northeast,Occasional,Organic Search,2023,76,False
C03929,32,Male,South,Occasional,Display Ad,2022,97,False
C03930,45,Female,Southwest,Champion,Direct,2021,94,True
C03931,36,Female,Midwest,Occasional,Organic Search,2023,23,True
C03932,52,Male,West,Champion,Social Media,2023,576,True
C03933,35,Female,Southwest,Regular,Organic Search,2022,25,True
C03934,18,Male,Midwest,New,Organic Search,2023,32,True
C03935,30,Female,Southwest,New,Social Media,2024,55,False
C03936,38,Female,Southwest,Occasional,Social Media,2024,36,False
C03937,41,Female,Southwest,Regular,Referral,2021,136,True
C03938,32,Female,South,New,Display Ad,2022,12,True
C03939,22,Male,Southwest,Loyal,Referral,2023,299,True
C03940,32,Non-binary/Other,Northeast,Regular,Email,2024,109,True
C03941,43,Male,South,Loyal,Email,2023,1290,False
C03942,29,Female,Northeast,Regular,Social Media,2021,29,True
C03943,24,Male,Southwest,New,Direct,2022,90,True
C03944,18,Male,Northeast,Regular,Direct,2021,15,True
C03945,30,Female,South,Occasional,Email,2024,72,True
C03946,38,Female,Southwest,Loyal,Organic Search,2024,1100,True
C03947,38,Male,West,Loyal,Display Ad,2022,196,True
C03948,33,Female,Midwest,Regular,Paid Search,2022,59,True
C03949,33,Female,Midwest,New,Referral,2022,23,True
C03950,24,Non-binary/Other,South,New,Organic Search,2024,21,True
C03951,23,Male,Midwest,Regular,Referral,2022,75,True
C03952,18,Male,South,Regular,Email,2022,77,True
C03953,21,Male,Northeast,Occasional,Email,2021,52,False
C03954,45,Non-binary/Other,South,Occasional,Direct,2023,48,True
C03955,44,Female,West,Regular,Direct,2022,80,True
C03956,23,Male,South,New,Email,2023,27,True
C03957,30,Male,Northeast,Regular,Referral,2021,22,False
C03958,35,Male,Northeast,Regular,Display Ad,2023,31,False
C03959,37,Female,West,Regular,Display Ad,2024,4,True
C03960,42,Male,Midwest,New,Social Media,2021,33,False
C03961,38,Female,Northeast,Champion,Display Ad,2022,51,True
C03962,39,Female,South,Regular,Direct,2024,49,False
C03963,43,Male,Midwest,New,Organic Search,2022,21,True
C03964,32,Male,Midwest,Loyal,Direct,2023,310,True
C03965,35,Male,Southwest,Regular,Paid Search,2023,29,True
C03966,34,Male,Midwest,Loyal,Email,2022,339,False
C03967,22,Female,South,Occasional,Organic Search,2024,48,False
C03968,25,Male,Southwest,New,Email,2022,37,True
C03969,29,Female,Midwest,Champion,Social Media,2023,482,True
C03970,26,Male,West,Occasional,Referral,2022,209,True
C03971,44,Non-binary/Other,Midwest,Champion,Direct,2023,1482,False
C03972,29,Female,West,Occasional,Paid Search,2023,98,True
C03973,42,Female,South,Regular,Paid Search,2023,27,True
C03974,31,Female,Southwest,Occasional,Organic Search,2023,120,True
C03975,37,Male,Midwest,Occasional,Email,2022,32,False
C03976,27,Female,Southwest,Regular,Display Ad,2023,109,True
C03977,41,Male,West,Occasional,Paid Search,2023,10,True
C03978,26,Non-binary/Other,Northeast,New,Paid Search,2024,7,False
C03979,43,Female,West,Loyal,Social Media,2024,556,True
C03980,33,Female,West,Occasional,Paid Search,2023,0,True
C03981,42,Male,Southwest,Loyal,Organic Search,2023,723,False
C03982,18,Female,Northeast,New,Direct,2021,125,True
C03983,35,Female,Midwest,Loyal,Direct,2023,1648,False
C03984,33,Male,South,Regular,Direct,2021,17,True
C03985,36,Male,West,Loyal,Social Media,2023,488,False
C03986,30,Male,Northeast,New,Email,2022,88,True
C03987,41,Male,Midwest,New,Direct,2024,46,True
C03988,41,Female,South,Occasional,Organic Search,2023,253,True
C03989,33,Male,Northeast,New,Organic Search,2023,52,True
C03990,42,Female,West,Regular,Referral,2022,95,False
C03991,24,Female,Northeast,New,Display Ad,2024,267,True
C03992,25,Female,Midwest,New,Referral,2022,219,False
C03993,25,Female,Southwest,New,Email,2024,202,False
C03994,18,Male,South,New,Direct,2022,22,False
C03995,34,Male,Midwest,New,Organic Search,2021,18,True
C03996,39,Male,Northeast,Regular,Paid Search,2023,6,True
C03997,33,Male,Midwest,Regular,Display Ad,2022,14,False
C03998,56,Female,Midwest,Regular,Social Media,2022,17,True
C03999,41,Female,West,Regular,Email,2022,194,True
C04000,43,Non-binary/Other,Southwest,Champion,Referral,2023,293,False
C04001,23,Male,Midwest,New,Paid Search,2023,46,True
C04002,34,Male,South,Regular,Referral,2023,110,True
C04003,33,Female,West,Regular,Organic Search,2024,0,False
C04004,32,Female,West,Regular,Organic Search,2022,275,False
C04005,38,Female,Northeast,Occasional,Direct,2024,21,True
C04006,47,Female,South,Loyal,Social Media,2024,1021,True
C04007,41,Female,South,Occasional,Email,2024,106,True
C04008,34,Male,South,Regular,Social Media,2023,148,True
C04009,31,Male,West,New,Organic Search,2023,214,True
C04010,32,Male,Northeast,Occasional,Paid Search,2023,127,True
C04011,27,Female,West,Regular,Email,2023,27,False
C04012,21,Female,Midwest,New,Paid Search,2023,4,False
C04013,21,Male,Midwest,New,Display Ad,2023,72,True
C04014,26,Female,South,New,Organic Search,2023,7,False
C04015,42,Male,Southwest,Loyal,Social Media,2021,1208,True
C04016,34,Male,South,Occasional,Display Ad,2024,228,True
C04017,41,Male,Southwest,Champion,Organic Search,2023,80,True
C04018,32,Female,West,Occasional,Display Ad,2023,144,False
C04019,34,Non-binary/Other,Midwest,Occasional,Referral,2024,37,False
C04020,32,Female,Midwest,New,Email,2023,224,False
C04021,28,Female,West,Occasional,Email,2023,19,True
C04022,40,Female,South,Loyal,Organic Search,2022,1505,False
C04023,31,Female,Southwest,Regular,Paid Search,2023,86,True
C04024,18,Male,Northeast,New,Display Ad,2023,104,True
C04025,47,Male,South,Loyal,Direct,2022,844,True
C04026,35,Female,Northeast,New,Organic Search,2023,9,False
C04027,27,Female,West,New,Referral,2023,195,False
C04028,38,Male,Midwest,Champion,Display Ad,2023,581,True
C04029,42,Female,Midwest,New,Referral,2024,59,False
C04030,28,Male,West,New,Display Ad,2024,94,True
C04031,52,Non-binary/Other,Southwest,Champion,Paid Search,2023,930,False
C04032,29,Female,Midwest,Regular,Social Media,2022,5,False
C04033,31,Male,Southwest,Champion,Email,2023,494,True
C04034,30,Female,Southwest,Occasional,Direct,2024,57,True
C04035,42,Female,Southwest,Champion,Social Media,2022,548,True
C04036,44,Male,Midwest,Regular,Direct,2023,8,True
C04037,20,Male,Northeast,New,Paid Search,2024,25,True
C04038,41,Female,Midwest,Regular,Paid Search,2021,196,True
C04039,32,Female,South,Regular,Social Media,2022,40,True
C04040,23,Female,Midwest,New,Display Ad,2023,3,True
C04041,26,Female,South,Occasional,Social Media,2022,30,True
C04042,26,Male,Southwest,New,Display Ad,2023,108,True
C04043,18,Female,West,New,Display Ad,2024,63,True
C04044,28,Female,West,New,Email,2023,74,True
C04045,31,Female,Southwest,Regular,Paid Search,2023,125,True
C04046,39,Female,Northeast,New,Social Media,2024,70,False
C04047,32,Male,Southwest,Loyal,Direct,2023,80,True
C04048,40,Female,South,Regular,Email,2023,61,True
C04049,21,Male,West,New,Organic Search,2022,151,True
C04050,43,Female,West,Loyal,Display Ad,2023,343,True
C04051,41,Male,South,Champion,Display Ad,2021,535,False
C04052,36,Male,South,Loyal,Organic Search,2023,183,True
C04053,41,Female,West,Occasional,Referral,2022,83,True
C04054,21,Female,West,Loyal,Display Ad,2024,29,True
C04055,32,Male,Northeast,Loyal,Referral,2021,151,True
C04056,18,Female,South,New,Email,2023,182,False
C04057,26,Female,Southwest,Occasional,Organic Search,2021,14,True
C04058,49,Male,Northeast,Occasional,Email,2024,170,False
C04059,32,Female,Northeast,Regular,Referral,2023,115,True
C04060,49,Female,Southwest,Loyal,Display Ad,2021,374,True
C04061,27,Female,Midwest,Occasional,Organic Search,2023,15,True
C04062,35,Female,Southwest,Regular,Social Media,2023,195,False
C04063,39,Female,Northeast,Loyal,Display Ad,2022,502,True
C04064,33,Male,Northeast,Occasional,Organic Search,2023,46,True
C04065,45,Male,Southwest,Champion,Organic Search,2024,736,True
C04066,30,Male,Midwest,Occasional,Direct,2021,26,True
C04067,39,Male,Northeast,Champion,Direct,2022,644,True
C04068,21,Male,South,Regular,Direct,2023,91,True
C04069,30,Male,Northeast,New,Referral,2023,289,True
C04070,43,Female,Midwest,Occasional,Paid Search,2024,63,True
C04071,34,Male,Southwest,Regular,Organic Search,2022,126,True
C04072,30,Male,Midwest,New,Paid Search,2024,37,True
C04073,36,Female,South,New,Paid Search,2023,211,False
C04074,27,Female,Northeast,Occasional,Display Ad,2023,103,True
C04075,42,Male,Southwest,Regular,Email,2023,115,False
C04076,27,Female,Midwest,Occasional,Email,2023,46,False
C04077,31,Male,West,New,Organic Search,2023,91,True
C04078,47,Male,Southwest,Regular,Organic Search,2024,14,True
C04079,28,Female,Northeast,New,Social Media,2024,41,True
C04080,28,Male,Northeast,New,Referral,2024,169,False
C04081,32,Male,Southwest,Regular,Email,2023,56,False
C04082,22,Female,Southwest,New,Direct,2024,28,True
C04083,21,Female,Midwest,Regular,Organic Search,2024,22,True
C04084,41,Female,Midwest,Occasional,Direct,2023,0,True
C04085,47,Female,West,Loyal,Direct,2023,471,True
C04086,45,Male,South,Champion,Paid Search,2023,151,True
C04087,22,Female,West,New,Display Ad,2022,40,True
C04088,63,Female,Midwest,Regular,Social Media,2023,34,False
C04089,23,Male,Southwest,Occasional,Display Ad,2022,33,True
C04090,19,Male,West,Occasional,Direct,2022,50,True
C04091,54,Female,Northeast,Loyal,Display Ad,2023,140,True
C04092,35,Female,Midwest,Occasional,Direct,2023,9,False
C04093,32,Female,Northeast,New,Organic Search,2022,63,True
C04094,21,Female,Northeast,Occasional,Paid Search,2022,79,True
C04095,36,Female,Southwest,Loyal,Referral,2021,675,True
C04096,39,Male,Midwest,Loyal,Paid Search,2022,245,True
C04097,41,Female,Southwest,Loyal,Paid Search,2023,477,False
C04098,23,Male,West,Occasional,Paid Search,2022,75,True
C04099,37,Female,West,Loyal,Organic Search,2022,684,True
C04100,35,Male,South,New,Email,2022,13,False
C04101,30,Male,Midwest,Regular,Organic Search,2023,168,True
C04102,36,Female,West,Loyal,Organic Search,2021,145,True
C04103,36,Female,South,Regular,Display Ad,2024,134,True
C04104,45,Male,West,Champion,Paid Search,2022,710,False
C04105,28,Female,Midwest,New,Display Ad,2024,12,True
C04106,28,Female,Northeast,Regular,Paid Search,2023,24,True
C04107,18,Male,West,New,Social Media,2021,70,False
C04108,42,Male,West,Occasional,Paid Search,2024,73,True
C04109,32,Non-binary/Other,West,Champion,Email,2023,274,True
C04110,26,Female,Northeast,New,Paid Search,2024,139,False
C04111,28,Non-binary/Other,South,Occasional,Organic Search,2023,21,True
C04112,45,Female,Southwest,Occasional,Direct,2024,136,True
C04113,36,Male,West,New,Paid Search,2023,219,True
C04114,28,Male,West,New,Social Media,2023,54,True
C04115,26,Male,Northeast,New,Social Media,2022,17,True
C04116,18,Female,West,Occasional,Social Media,2023,191,False
C04117,33,Male,Southwest,Regular,Email,2021,113,True
C04118,33,Male,Southwest,New,Email,2022,43,True
C04119,52,Male,Northeast,Loyal,Email,2022,203,True
C04120,35,Non-binary/Other,West,New,Organic Search,2022,119,False
C04121,31,Male,West,Occasional,Direct,2022,5,False
C04122,25,Female,West,Regular,Direct,2024,262,True
C04123,38,Female,Midwest,Occasional,Email,2024,37,True
C04124,43,Male,Northeast,Loyal,Paid Search,2024,367,True
C04125,23,Male,South,Loyal,Direct,2022,433,True
C04126,37,Male,Midwest,Occasional,Email,2023,43,True
C04127,40,Female,Northeast,Occasional,Direct,2023,60,False
C04128,40,Female,Northeast,Loyal,Display Ad,2023,9,True
C04129,27,Female,Southwest,New,Paid Search,2023,252,True
C04130,31,Female,West,Champion,Display Ad,2023,528,True
C04131,18,Male,West,New,Paid Search,2021,13,False
C04132,32,Female,Midwest,Regular,Referral,2022,162,True
C04133,43,Female,Midwest,New,Referral,2023,43,False
C04134,42,Female,South,Champion,Referral,2021,1107,True
C04135,39,Female,Midwest,Loyal,Email,2023,662,False
C04136,24,Male,South,Regular,Paid Search,2022,146,True
C04137,29,Male,Northeast,Regular,Organic Search,2021,46,True
C04138,38,Male,South,Regular,Direct,2022,74,False
C04139,37,Male,Northeast,Occasional,Organic Search,2022,41,True
C04140,29,Male,Southwest,New,Direct,2024,238,False
C04141,41,Female,Midwest,Loyal,Referral,2022,197,False
C04142,21,Male,Northeast,New,Paid Search,2022,83,True
C04143,38,Female,Southwest,Loyal,Display Ad,2023,890,False
C04144,26,Male,West,Regular,Social Media,2022,120,False
C04145,36,Non-binary/Other,South,Occasional,Paid Search,2023,158,True
C04146,28,Non-binary/Other,Northeast,New,Paid Search,2024,246,True
C04147,30,Male,Southwest,Regular,Organic Search,2023,42,True
C04148,29,Female,West,Regular,Paid Search,2022,161,True
C04149,40,Female,Southwest,Regular,Direct,2022,14,True
C04150,43,Female,West,New,Direct,2021,2,True
C04151,21,Male,West,Occasional,Email,2024,23,True
C04152,22,Male,Northeast,Occasional,Social Media,2022,28,False
C04153,21,Male,Southwest,New,Display Ad,2024,340,True
C04154,43,Male,Southwest,Regular,Paid Search,2023,148,False
C04155,33,Male,South,Champion,Organic Search,2023,316,False
C04156,34,Male,South,Regular,Display Ad,2023,279,True
C04157,41,Male,Northeast,Occasional,Email,2021,32,False
C04158,34,Male,West,Loyal,Direct,2024,230,True
C04159,47,Male,Southwest,Regular,Display Ad,2022,166,True
C04160,42,Non-binary/Other,Southwest,Occasional,Organic Search,2023,568,False
C04161,43,Male,Northeast,Regular,Direct,2023,218,False
C04162,38,Female,Southwest,Occasional,Direct,2023,8,True
C04163,33,Male,South,Occasional,Social Media,2022,200,True
C04164,18,Female,South,Occasional,Email,2022,69,False
C04165,37,Male,Midwest,Regular,Display Ad,2022,102,False
C04166,36,Male,Southwest,Occasional,Display Ad,2023,92,True
C04167,38,Female,West,New,Social Media,2023,170,False
C04168,42,Female,West,Occasional,Paid Search,2022,15,True
C04169,35,Female,Southwest,New,Direct,2021,278,True
C04170,25,Male,West,Regular,Email,2024,201,True
C04171,33,Male,West,Champion,Email,2022,389,True
C04172,32,Female,West,Occasional,Paid Search,2021,137,False
C04173,28,Male,Southwest,Occasional,Paid Search,2023,59,True
C04174,43,Female,Northeast,Champion,Organic Search,2024,162,True
C04175,21,Female,West,New,Email,2023,20,False
C04176,30,Female,West,Regular,Social Media,2022,81,True
C04177,26,Female,South,Occasional,Referral,2023,136,False
C04178,30,Female,West,New,Referral,2021,114,False
C04179,40,Female,West,Occasional,Paid Search,2022,5,False
C04180,35,Male,Midwest,Occasional,Email,2024,230,True
C04181,30,Female,West,Occasional,Display Ad,2022,34,True
C04182,31,Male,South,Regular,Direct,2023,133,True
C04183,41,Male,Southwest,Occasional,Organic Search,2023,112,True
C04184,34,Female,Northeast,Regular,Direct,2023,442,True
C04185,39,Female,Midwest,Loyal,Email,2021,965,False
C04186,34,Female,Southwest,Occasional,Social Media,2024,88,False
C04187,19,Female,West,Loyal,Referral,2023,386,True
C04188,34,Male,Midwest,Occasional,Organic Search,2023,33,True
C04189,43,Female,Midwest,Regular,Direct,2021,259,True
C04190,36,Female,Southwest,New,Email,2022,186,True
C04191,24,Male,Southwest,Loyal,Display Ad,2023,1508,True
C04192,60,Male,South,Champion,Referral,2023,175,True
C04193,26,Female,West,Regular,Paid Search,2021,181,True
C04194,32,Female,Midwest,Regular,Referral,2024,16,True
C04195,30,Female,West,New,Referral,2024,110,False
C04196,28,Female,West,Occasional,Email,2021,11,True
C04197,44,Male,West,Regular,Organic Search,2022,27,True
C04198,31,Male,South,Occasional,Direct,2024,82,True
C04199,42,Female,West,Loyal,Social Media,2023,404,True
C04200,36,Female,Northeast,Loyal,Email,2023,162,True
C04201,32,Male,West,Loyal,Social Media,2022,60,True
C04202,39,Male,Northeast,Champion,Direct,2022,504,True
C04203,27,Male,Northeast,New,Email,2023,0,True
C04204,25,Female,South,Loyal,Referral,2023,353,True
C04205,26,Female,Southwest,New,Display Ad,2024,65,True
C04206,34,Male,West,Regular,Paid Search,2023,26,False
C04207,32,Female,West,Loyal,Direct,2023,321,False
C04208,36,Female,Northeast,Occasional,Paid Search,2022,48,True
C04209,37,Male,West,Occasional,Direct,2023,214,True
C04210,35,Female,Southwest,Regular,Social Media,2022,117,True
C04211,28,Male,Midwest,Regular,Social Media,2023,19,True
C04212,29,Male,Southwest,Occasional,Direct,2023,75,True
C04213,45,Male,South,New,Social Media,2022,2,True
C04214,29,Male,Southwest,Loyal,Social Media,2024,110,True
C04215,36,Male,Midwest,Loyal,Organic Search,2021,277,True
C04216,33,Male,Northeast,Occasional,Display Ad,2023,165,False
C04217,35,Male,West,Regular,Email,2022,89,True
C04218,27,Female,Northeast,Occasional,Referral,2022,18,True
C04219,31,Female,West,New,Referral,2023,4,False
C04220,18,Female,Northeast,New,Direct,2023,19,True
C04221,40,Male,Midwest,New,Social Media,2023,34,True
C04222,47,Male,Northeast,Regular,Organic Search,2022,481,True
C04223,36,Female,South,Regular,Display Ad,2022,85,True
C04224,22,Male,Midwest,New,Paid Search,2022,62,True
C04225,39,Female,Northeast,Occasional,Organic Search,2022,26,False
C04226,41,Female,Midwest,Regular,Direct,2024,26,True
C04227,47,Female,West,Loyal,Social Media,2023,243,True
C04228,40,Female,Midwest,Occasional,Email,2024,28,True
C04229,18,Male,Northeast,Occasional,Social Media,2023,15,True
C04230,34,Male,West,Regular,Paid Search,2023,72,False
C04231,44,Non-binary/Other,West,Loyal,Display Ad,2024,316,True
C04232,38,Male,Midwest,Loyal,Social Media,2023,47,True
C04233,38,Female,Northeast,Occasional,Email,2021,211,True
C04234,33,Female,Northeast,Occasional,Direct,2023,123,True
C04235,25,Male,Midwest,New,Organic Search,2023,69,False
C04236,36,Female,Midwest,New,Organic Search,2021,48,True
C04237,43,Female,South,Regular,Organic Search,2023,14,True
C04238,29,Female,Midwest,Occasional,Organic Search,2024,223,True
C04239,43,Female,Northeast,Champion,Referral,2023,501,True
C04240,25,Female,Southwest,New,Display Ad,2024,34,True
C04241,22,Female,Southwest,New,Direct,2022,191,True
C04242,50,Male,Midwest,Champion,Referral,2021,119,True
C04243,40,Male,Southwest,Loyal,Social Media,2023,421,True
C04244,27,Male,Midwest,Occasional,Referral,2024,91,True
C04245,34,Male,Midwest,Champion,Display Ad,2023,1238,True
C04246,22,Female,Northeast,Occasional,Social Media,2022,19,True
C04247,47,Male,Midwest,Loyal,Referral,2023,4,False
C04248,42,Male,Southwest,Loyal,Paid Search,2023,431,True
C04249,31,Male,Northeast,Loyal,Email,2023,66,True
C04250,39,Female,South,Regular,Display Ad,2022,31,True
C04251,33,Male,Northeast,Regular,Paid Search,2024,1,True
C04252,35,Male,Southwest,Regular,Email,2024,44,True
C04253,40,Female,South,Loyal,Display Ad,2023,71,True
C04254,29,Female,South,Occasional,Direct,2022,77,True
C04255,27,Male,South,New,Email,2023,54,True
C04256,35,Male,South,New,Display Ad,2022,39,True
C04257,31,Female,Southwest,Loyal,Direct,2024,957,True
C04258,44,Male,Southwest,Loyal,Direct,2024,1206,True
C04259,36,Female,West,Regular,Direct,2023,44,True
C04260,40,Female,Northeast,Loyal,Display Ad,2024,258,False
C04261,34,Non-binary/Other,Northeast,New,Email,2021,212,True
C04262,33,Male,Northeast,Occasional,Email,2023,185,True
C04263,25,Female,Midwest,New,Social Media,2021,37,True
C04264,36,Female,Southwest,New,Email,2022,70,False
C04265,35,Male,South,Occasional,Organic Search,2022,1,True
C04266,24,Female,South,New,Display Ad,2022,148,False
C04267,42,Male,South,Occasional,Direct,2023,12,True
C04268,33,Male,South,Occasional,Email,2024,302,True
C04269,39,Male,Northeast,Regular,Social Media,2023,193,True
C04270,41,Female,Northeast,Loyal,Direct,2022,22,False
C04271,26,Male,Midwest,New,Organic Search,2023,1,True
C04272,20,Female,West,Occasional,Social Media,2023,49,True
C04273,36,Male,South,Regular,Direct,2023,192,True
C04274,51,Female,Southwest,Regular,Paid Search,2024,178,False
C04275,35,Male,West,Occasional,Direct,2021,71,True
C04276,35,Male,Northeast,Regular,Email,2024,63,True
C04277,37,Male,South,New,Email,2021,56,False
C04278,34,Male,Midwest,Loyal,Referral,2022,699,True
C04279,41,Female,Midwest,Occasional,Referral,2022,12,True
C04280,25,Female,Northeast,New,Referral,2021,44,True
C04281,34,Non-binary/Other,Midwest,New,Paid Search,2023,64,True
C04282,24,Female,Southwest,New,Social Media,2023,42,False
C04283,38,Female,West,Occasional,Social Media,2022,94,True
